Species,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact
arabica,Taiwan,香莢蘭莊園,"2024 Sustainable Specialty Coffee Farm Awards,S045",香莢蘭莊園,,Taiwan Coffee Laboratory,780,"苗栗縣泰安鄉 Tai'an Township, Miaoli County","黃冏 HUANG,JYONG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Arabica,Completed,Pulped natural / honey,7.75,7.83,7.67,7.83,7.5,7.75,10,10,10,7.75,0,84.08,11.30%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Typica-Rak-Pa,May Big Lot,Mogoju Bean,,Independent,1400,"Mae Hi, Mae Hong Son",Wiritphon Chokphattarachai,22,25 kg,Coffee Quality Institute,2023 / 2024,"July 12th, 2024",Wiritphon Chokphattarachai,"Mixed variety: Caturra, Bourbon, Catimor",Completed,Washed / Wet,7.83,7.75,7.67,7.67,7.75,7.67,10,10,10,7.75,0,84.08,9.40%,0 full defects,0,Green-Yellow,3 full defects,,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Thuantong Homdok,TCE,Big Black Box Dry Mill Plant,,"462 ,Moo. 7,Thung Chang, Thung Chang ,Nan, 55130",1550,"Thung Chang, Nan",Thuantong Homdok,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Thuantong Homdok,Java,Completed,Pulped natural / honey,7.83,7.75,7.58,7.75,7.92,7.58,10,10,10,7.67,0,84.08,10.10%,0 full defects,0,Green,1 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Vietnam,Carabu Farm,Lot: TH1,23 nguyen cu trinh,,"carabu coffee. co., ltd",500,Buon Ma Thuot City,Carabu,12,25 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2023 / 2024,"October 29th, 2024",CARABU COFFEE,Blue Mountain,Completed,Natural / Dry,7.92,7.75,7.58,7.92,7.5,7.58,10,10,10,7.75,0,84,11.80%,0 full defects,0,Yellowish,3 full defects,,"October 29th, 2025",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
arabica,Taiwan,佳禾咖啡莊園 Jiahe Coffee Farm,"2024 Sustainable Specialty Coffee Farm Awards,S055",佳禾咖啡莊園 Jiahe Coffee Estate,,Taiwan Coffee Laboratory,1250,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","羅玉聰 LO,YU-TSUNG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,8,7.75,7.67,7.67,7.58,7.67,10,10,10,7.67,0,84,10.80%,0 full defects,0,Bluish-Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Warit Mantawali,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,Independent,1350,"Wawi, Mae Suai, Chiang Rai",Warit Mantawali,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Warit Mantawali,Catimor,Completed,Washed / Wet,7.42,7.83,7.83,7.83,7.83,7.67,10,10,10,7.58,0,84,10.10%,0 full defects,0,,3 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,MINERAL COFFEE,01,MINERAL,,"MINERAL COFFEE CO.,LTD",1100,chiang rai,VASIN KHOTCHASARN,1,10 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"November 7th, 2024",Vasin Khotchasarn,Catuai,Completed,Pulped natural / honey,8,7.75,7.42,7.75,7.75,7.67,10,10,10,7.67,0,84,10.80%,0 full defects,0,green-yellow,0 full defects,,"November 7th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Vietnam,Tramhamin coffee cooperative,1,Tramhamin coffee cooperative,,HỢP TÁC XÃ CÀ PHÊ TRAMHAMIN,1600,"Trạm Hành, Đà Lạt, Lâm Đồng",BÙI TRÍ DŨNG,50,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",tramhamincoffee,Catimor,Completed,Natural / Dry,7.83,7.75,7.58,7.75,7.67,7.67,10,10,10,7.75,0,84,10.60%,0 full defects,0,Green,1 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Thailand,Chatchai Organic Coffee Farming,1,Dry Mill,,Chatchai Organic Coffee Farming,1500,Northen of Thailand,Chatchai Khabu,10,20 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Chatchai,Typica,Completed,Natural / Dry,7.67,7.83,7.67,7.83,7.75,7.67,10,10,10,7.58,0,84,9.40%,0 full defects,0,Greenish,4 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Thailand,Doi Tung Development Project,Bourbon 23/24 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1200-1580,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2023 / 2024,"June 26th, 2024",Doi Tung Development Project,Bourbon,Completed,Washed / Wet,7.67,7.92,7.5,7.67,7.75,7.67,10,10,10,7.83,0,84,9.80%,0 full defects,0,Green,0 full defects,,"June 26th, 2025",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
arabica,El Salvador,El Corozo,1,Cooperativa Cuzcachapa de R.L,30-Sep,Instituto Salvadoreño del Café,1800,Apaneca - Ilamatepec,Fernando Antonio Lima,121,30 kg,Instituto Salvadoreño del Café,2023 / 2024,"May 30th, 2024",Carlos Roberto Guillen Castro,Bourbon,Completed,Washed / Wet,7.83,7.75,7.58,7.67,7.67,7.83,10,10,10,7.67,0,84,11.70%,1 full defects,0,Greenish,3 full defects,,"May 30th, 2025",Instituto Salvadoreño del Café,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Carlos Guillen - (503) 2505-6600
arabica,Taiwan,瑞亦思．安咖啡莊園(Raise An Coffee Estate),2024臺南市國產精品咖啡評鑑批次,瑞亦思．安咖啡莊園(Raise An Coffee Estate),,Taiwan Coffee Laboratory,700,"台南市東山區 Dongshan Dist., Tainan City","王威騰(Wang,Wei-Teng)",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023 / 2024,"July 22nd, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Pulped natural / honey,7.92,7.83,7.67,7.67,7.5,7.67,10,10,10,7.75,0,84,11.10%,0 full defects,0,Green,1 full defects,,"July 22nd, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,瑞亦思．安咖啡莊園(Raise An Coffee Estate),2024臺南市國產精品咖啡評鑑批次,瑞亦思．安咖啡莊園(Raise An Coffee Estate),,Taiwan Coffee Laboratory,700,"台南市東山區 Dongshan Dist., Tainan City","王中和(WANG,ZHONG-HAN)",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023 / 2024,"July 22nd, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.83,7.75,7.75,7.58,7.58,7.75,10,10,10,7.75,0,84,10.60%,0 full defects,0,Green,3 full defects,,"July 22nd, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,志繼168咖啡園,785 SL34,益豐機械咖啡豆去皮脫殼機剝殼機兩用設備 100型,,志繼168咖啡園,580,桃園市復興區志繼部落,黃俊億,1,8 kg,Blossom Valley International宸嶧國際,2024 / 2025,"March 19th, 2025",黃俊億,SL34,Completed,Washed / Wet,7.67,7.75,7.75,7.83,7.58,7.75,10,10,10,7.67,0,84,11.30%,0 full defects,0,Bluish-Green,0 full defects,,"March 19th, 2026",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
arabica,Thailand,Kraisak Sanmee,TCE,Big Black Box Dry Mill Plant,,"247 ,Moo. 1,Huai Chomphu, Mueang Chiang Rai ,Chiang Rai, 57000",1300,"Huai Chomphu, Mueang Chiang Rai ,Chiang Rai",Kraisak Sanmee,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Kraisak Sanmee,Catimor,Completed,Pulped natural / honey,7.58,7.67,7.42,7.75,7.92,7.67,10,10,10,7.92,0,83.92,9.70%,0 full defects,0,,0 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Kaso Payungkarawek,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"35,Omkoi, Omkoi ,Chiang Mai, 50310",1350,"Omkoi, Omkoi, Chiang Mai",Kaso Payungkarawek,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Kaso Payungkarawek,Mixed: unknown variety,Completed,Washed / Wet,7.75,7.75,7.58,7.83,7.58,7.75,10,10,10,7.67,0,83.92,10.10%,0 full defects,0,,4 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Taiwan,村長天池咖啡(Zhang Chang Tian Chi Coffee Estate),2024臺南市國產精品咖啡評鑑批次,村長天池咖啡(Zhang Chang Tian Chi Coffee Estate),,Taiwan Coffee Laboratory,700-800,"台南市東山區 Dongshan Dist., Tainan City","陳水連(Chen,Shuei-Lian)",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023 / 2024,"July 22nd, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Pulped natural / honey,7.92,7.83,7.58,7.67,7.5,7.67,10,10,10,7.75,0,83.92,11.40%,0 full defects,0,Greenish,0 full defects,,"July 22nd, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Akha Le,1,Akha Le,,PC89 Coffee,1400,Thailand,Phichit,2,1000 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Phichit Bunyuenphanakun,Catimor,Completed,Natural / Dry,8,8,7.58,7.92,7.58,7.58,10,10,10,7.75,0,84.42,8.70%,0 full defects,0,Yellowish,3 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Thailand,89 Coffee&Tea,May Big Lot,89 Coffee&Tea,,PC89 Coffee,1300,"Doi Wawee, Chiang Rai",Phichit Bunyuenphanakun,50,41 kg,Coffee Quality Institute,2023 / 2024,"July 12th, 2024",Phichit Bunyuenphanakun,Catimor,Completed,Washed / Wet,7.83,7.83,7.58,7.75,7.58,7.58,10,10,10,7.75,0,83.92,11%,0 full defects,0,,5 full defects,,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Bantita Chayanto,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"3,Chae Son, Mueang Pan ,Lampang, 52240",1200,"Chae Son, Mueang Pan, Lampang",Bantita Chayanto,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Bantita Chayanto,Other: unknown variety,Completed,Washed / Wet,7.75,7.83,7.58,7.75,7.67,7.58,10,10,10,7.67,0,83.83,10.60%,0 full defects,0,,2 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Taiwan,大鋤花間咖啡生態農場 Dachu Coffee Estate,"2024 Sustainable Specialty Coffee Farm Awards,S058",大鋤花間咖啡生態農場 Dachu Coffee Estate,,Taiwan Coffee Laboratory,720,"台南市東山區 Dongshan Dist., Tainan City","郭雅聰 KUO,YA-TSUNG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.67,7.67,7.58,7.75,7.75,7.67,10,10,10,7.75,0,83.83,11.10%,0 full defects,0,Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,締武咖啡農場,"2024 Sustainable Specialty Coffee Farm Awards,S098",締武咖啡農場,,Taiwan Coffee Laboratory,900,"屏東縣泰武鄉 Taiwu Township, Pingtung County","許鎧琳 HSU,KAI-LIN",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.58,7.75,7.67,7.67,7.58,7.75,10,10,10,7.83,0,83.83,9.50%,0 full defects,1,Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,森悅高峰咖啡莊園 Sen Yue High Pk,"2024 Sustainable Specialty Coffee Farm Awards,S091",森悅高峰咖啡莊園 Sen Yue High Pk,,Taiwan Coffee Laboratory,1400,"南投縣仁愛鄉 Ren'ai Township, Nantou County","吳振宏 Wu, Chen Hung",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,7.67,7.83,7.75,7.67,7.5,7.67,10,10,10,7.75,0,83.83,10.80%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Ma-Family Coffee Farm,N1-ICP,Ma-Family Coffee Farm,,Ma-Family Coffee Farm,1250-1400,"PangKhon, Chiangrai, Thailand",Asadawoot Yapaenggoo,1,10 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Asadawoot Yapaenggoo,Catimor,Completed,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,0,83.83,10.70%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Thailand,Jakkaphat Pithakanantakul,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"1,Ngop, Thung Chang ,Nan, 55130",1400,"Ngop, Thung Chang, Nan",Jakkaphat Pithakanantakul,3,20 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Jakkaphat Pithakanantakul,Other: unknown variety,Completed,Natural / Dry,7.83,7.75,7.67,7.67,7.58,7.75,10,10,10,7.58,0,83.83,9.70%,0 full defects,0,,2 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Taiwan,鹿篙咖啡莊園 Lu Cao Coffee,"2024 Sustainable Specialty Coffee Farm Awards,S104",鹿篙咖啡莊園 Lu Cao Coffee,,Taiwan Coffee Laboratory,700,"南投縣魚池鄉 Yuchi Township, Nantou County","台灣農林股份有限公司 Taiwan Tea Co Rporation Co.,Ltd",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.58,7.83,7.75,7.83,7.42,7.58,10,10,10,7.75,0,83.75,11.30%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,雨怪有機農場,"2024 Sustainable Specialty Coffee Farm Awards,S043",雨怪有機農場,,Taiwan Coffee Laboratory,345,"宜蘭縣員山鄉 Yuanshan Township, Yilan County","程朝棟 CHENG,CHAO-DONG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,7.75,7.58,7.58,7.75,7.67,7.67,10,10,10,7.75,0,83.75,10.20%,0 full defects,0,Bluish-Green,2 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Colombia,TRILLADORA NEIVA,3-0960-02088,TRILLADORA SUCAFINA NEIVA,3-0960-02088,Sucafina Colombia SAS,1700,Huila,SUCAFINA COLOMBIA,250,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2023 / 2024,"June 20th, 2024",Sucafina Colombia SAS,Blend,Completed,Washed / Wet,7.83,7.75,7.5,7.5,7.83,7.58,10,10,10,7.75,0,83.75,11.60%,0 full defects,0,Green,5 full defects,,"June 20th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
arabica,Thailand,Arinchai Mungkoi,TCE,Big Black Box Dry Mill Plant,,"190 ,Moo. 2,Omkoi, Omkoi ,Chiang Mai, 50310",1250,"Omkoi ,Chiang Mai",Arinchai Mungkoi,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Arinchai Mungkoi,Mixed: unknown variety,Completed,Pulped natural / honey,7.67,7.92,7.58,7.75,7.75,7.42,10,10,10,7.67,0,83.75,10.20%,0 full defects,0,Green,2 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Slow Na Coffee Farm,01,Horizon Harvest,,"Horizon Harvest (Trirat Service Part.,ltd.)",1000-1400,"Phuka, Bokluea, Nan, Thailand",Horizon Harvest,1,30 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Chawasit Tengtrairatana,Bourbon,Completed,Pulped natural / honey,7.58,7.75,7.58,7.83,7.75,7.58,10,10,10,7.67,0,83.75,9.90%,0 full defects,0,yellow-green,1 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Brazil,TERRACOTA SPECIALTY COFFEE,RR24007,TERRACOTA SPECIALTY COFFEE,,ROLLING ROASTERS,1100,Alta Mogiana Mineira,Felipe Luiz Ramos de Carvalho,1,10 kg,Coffee Quality Union,2023,"May 6th, 2024",ROLLING ROASTERS,Pau Brasil,Completed,48H fermented aerobic - dried in Dark Room (60 days),7.58,7.67,7.67,7.58,7.83,7.75,10,10,10,7.67,0,83.75,10.90%,0 full defects,2,Green,0 full defects,,"May 6th, 2025",Coffee Quality Union,3-24-9 Saiwai Otaru Hokkaido,Sakiko Kabeyama -
arabica,Thailand,Chaloemwong Yapangkoo,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"42,Huai Chomphu, Mueang Chiang Rai ,Chiang Rai, 57000",1350,"Huai Chomphu, Mueang Chiang Rai, Chiang Rai",Chaloemwong Yapangkoo,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Chaloemwong Yapangkoo,"Bourbon, Catimor",Completed,Washed / Wet,7.67,7.75,7.83,7.58,7.58,7.75,10,10,10,7.58,0,83.75,9.30%,0 full defects,0,,4 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Guatemala,La Demora,11/951/805,Beneficio Las Americas,11/951/805,Asociación Nacional del Cafe,1500,Santa Rosa,Francisco Amadeo Palencia Rivas,600,30 kg,Asociacion Nacional Del Café,2024 / 2025,"April 23rd, 2025",Evelin Isabel Hernández Paxtor,Catuai,Completed,Washed / Wet,7.67,7.75,7.5,7.83,7.67,7.67,10,10,10,7.67,0,83.75,10.50%,0 full defects,1,Greenish,12 full defects,,"April 23rd, 2026",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080
arabica,Vietnam,Chill Coffee Farm,1,Chill Coffee Farm,,chillcoffeefarm,1600,"Lạc Dương, Lâm Đồng",Lơ Mu Ha Khim,67,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",lơ mu ha khim,Catimor,Completed,Washed / Wet,7.58,7.83,7.5,7.67,7.58,7.67,10,10,10,7.83,0,83.67,10.70%,0 full defects,0,Green,3 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Thailand,Koffeeplus Coffee Plantation,2023-2024 AW,Gravity Separator / Color Sorter,,Koffeeplus Coffee Roaster Academy,1100,Chaing Rai,Chatpong Likitwattanaset,350,40 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"November 7th, 2024",Chatpong Likitwattanaset,Catimor,Completed,Washed / Wet,7.92,7.67,7.67,7.5,7.58,7.67,10,10,10,7.67,0,83.67,10%,0 full defects,0,Green,0 full defects,,"November 7th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Kenya,Gulmarg Estate,SAS: 7097 AB TOP,Sasini (K) Limited,,Sasini (K) Limited,1800-2100,MT KENYA,SASINI PLC - GULMARG ESTATE,960,60 kg,Kenya Coffee Traders Association,2023 / 2024,"December 12th, 2024",Eric Gatheca Gitau,SL28,Completed,Washed / Wet,8,7.67,7.42,7.5,7.67,7.67,10,10,10,7.75,0,83.67,11%,0 full defects,0,Green,5 full defects,,"December 12th, 2025",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
arabica,Kenya,TINGANGA ESTATE,SAS: 7096 AA TOP,Sasini (K) Limited,,Sasini (K) Limited,1800-2100,MT KENYA,SASINI PLC - TINGANGA ESTATE,320,60 kg,Kenya Coffee Traders Association,2023 / 2024,"December 12th, 2024",Eric Gatheca Gitau,SL28,Completed,Washed / Wet,8,7.67,7.58,7.5,7.58,7.58,10,10,10,7.75,0,83.67,11%,0 full defects,0,Green,5 full defects,,"December 12th, 2025",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
arabica,Brazil,TERRACOTA SPECIALTY COFFEE,RR24008,TERRACOTA SPECIALTY COFFEE,,ROLLING ROASTERS,1100,Alta Mogiana Mineira,Felipe Luiz Ramos de Carvalho,1,10 kg,Coffee Quality Union,2023,"May 6th, 2024",ROLLING ROASTERS,Aranãs,Completed,48H fermented aerobic - dried on african beds (20 days,7.67,7.58,7.5,7.58,7.67,7.67,10,10,10,7.58,0,83.25,10.20%,0 full defects,1,Green,4 full defects,,"May 6th, 2025",Coffee Quality Union,3-24-9 Saiwai Otaru Hokkaido,Sakiko Kabeyama -
arabica,Thailand,Karoon Khamsawat,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"128 Moo.2, Ban Hua Ha,Mae Uo Kor, Khun Yuam ,Mae Hong Son, 58140",1200,"Mae Uo Kor, Khun Yuam, Mae Hong Son",Karoon Khamsawat,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Karoon Khamsawat,Catimor,Completed,Washed / Wet,7.75,7.83,7.75,7.58,7.92,7.67,9.33,10,10,7.75,0,83.58,11.50%,0 full defects,0,,3 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,"Tanzania, United Republic Of",Mbosho Farm,S75592/P06539,RAFIKI COFFEE LIMITED,AB FAQ,VOLCAFE/TaylorWinch Tanzania Ltd,1500,Kilimanjaro,Mbosho Coffee,320,60 kg,Kenya Coffee Traders Association,2024 / 2025,"April 1st, 2025",Balam Hinyula,Bourbon,Completed,Washed / Wet,7.67,7.58,7.58,7.75,7.67,7.67,10,10,10,7.67,0,83.58,11.90%,0 full defects,0,Green,24 full defects,,"April 1st, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
arabica,Taiwan,御香咖啡園(YU SIANG Coffee Estate),2024臺南市國產精品咖啡評鑑批次,御香咖啡園(YU SIANG Coffee Estate),,Taiwan Coffee Laboratory,650,"台南市東山區 Dongshan Dist., Tainan City","陳建源(CHEN, JIAN-YUAN)",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023 / 2024,"July 22nd, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Pulped natural / honey,7.75,7.75,7.75,7.58,7.5,7.58,10,10,10,7.67,0,83.58,11.60%,0 full defects,0,Yellow-Green,0 full defects,,"July 22nd, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
